High,Low,Open,Close,Volume,Adj Close,Moving_av,Increase_in_vol,Increase_in_adj_close,NKE,PTON,SFM,BGFV,UNFI,NLS,JOUT,HLF,BFIT,Date
67.87000274658203,65.72000122070311,65.94000244140625,66.84999847412111,2871000,66.84999847412111,66.84999847412111,0.0,0.0,49.6160774230957,,19.489999771118164,12.698511123657227,47.84000015258789,19.100000381469727,36.15094757080078,24.59499931335449,13.898443222045898,2017-01-03
69.98999786376953,66.87999725341797,66.97000122070311,69.41000366210939,4938600,69.41000366210939,68.13000106811525,2067600.0,2.560005187988281,50.656517028808594,,19.489999771118164,13.113004684448242,48.11999893188477,19.549999237060547,36.42094802856445,25.274999618530273,13.898443222045898,2017-01-04
69.37999725341797,67.36000061035156,68.43000030517578,68.73000335693361,2286800,68.73000335693361,68.3300018310547,-2651800.0,-0.6800003051757812,50.64696884155274,,19.549999237060547,12.359382629394533,47.41999816894531,18.950000762939453,35.20594787597656,24.76499938964844,13.898443222045898,2017-01-05
69.70999908447266,67.86000061035156,68.73999786376953,68.26999664306639,2185200,68.26999664306639,68.31500053405763,-101600.0,-0.4600067138672159,51.45831298828125,,19.51000022888184,11.869527816772461,47.0099983215332,18.299999237060547,34.260948181152344,25.15500068664551,13.898443222045898,2017-01-06
68.54000091552734,67.15000152587889,67.20999908447266,68.19000244140625,2240200,68.19000244140625,68.29000091552736,55000.0,-0.07999420166014204,50.952415466308594,,19.450000762939453,11.75648593902588,47.9000015258789,16.850000381469727,32.79523468017578,24.76499938964844,14.148917198181152,2017-01-09
70.5,68.5,68.76999664306639,69.90000152587889,2783900,69.90000152587889,68.55833435058595,543700.0,1.709999084472642,50.6947021484375,,19.46999931335449,12.32170295715332,49.09000015258789,16.049999237060547,34.59357452392578,24.78000068664551,14.148917198181152,2017-01-10
70.25,68.33000183105469,69.95999908447266,69.40000152587889,1946200,69.40000152587889,68.67857251848494,-837700.0,-0.5,50.29378890991211,,19.36000061035156,12.39706325531006,48.349998474121094,16.149999618530273,34.58390426635742,24.8700008392334,14.148917198181152,2017-01-11
69.33999633789061,68.30999755859375,68.66000366210939,68.62000274658203,1372500,68.62000274658203,68.67125129699707,-573700.0,-0.7799987792968608,50.0169792175293,,19.36000061035156,12.170975685119627,47.33000183105469,15.899999618530273,34.07147979736328,24.96999931335449,14.148917198181152,2017-01-12
69.25,67.59999847412111,68.90000152587889,67.91999816894531,1073500,67.91999816894531,68.58777872721355,-299000.0,-0.7000045776367188,50.51333618164063,,19.920000076293945,12.170975685119627,47.41999816894531,16.25,34.85462188720703,26.0,14.148917198181152,2017-01-13
69.27999877929689,68.04000091552734,68.04000091552734,68.77999877929689,1274400,68.77999877929689,68.60700073242188,200900.0,0.8600006103515767,51.21013641357422,,20.21999931335449,12.208658218383787,46.88000106811523,15.850000381469727,34.119823455810554,26.6200008392334,14.367843627929688,2017-01-17
69.12000274658203,67.91000366210939,69.12000274658203,68.5,772100,68.5,68.5972733931108,-502300.0,-0.2799987792968892,50.847412109375,,20.200000762939453,11.681124687194824,47.13999938964844,16.75,34.18749237060547,26.649999618530273,14.367843627929688,2017-01-18
68.18000030517578,66.63999938964844,67.91999816894531,66.98999786376953,1366600,66.98999786376953,68.46333376566571,594500.0,-1.5100021362304688,50.52288436889648,,19.71999931335449,11.718805313110352,46.38999938964844,16.25,32.998279571533196,26.56999969482422,14.367843627929688,2017-01-19
67.80000305175781,67.01999664306639,67.30999755859375,67.31999969482422,1252100,67.31999969482422,68.37538499098558,-114500.0,0.3300018310546875,50.78060913085938,,19.51000022888184,11.794166564941404,46.88999938964844,16.0,33.317344665527344,26.5049991607666,14.34011936187744,2017-01-20
67.22000122070311,66.01000213623047,66.98999786376953,66.86000061035156,1010200,66.86000061035156,68.26714324951172,-241900.0,-0.4599990844726562,50.81878280639648,,18.8700008392334,11.568081855773926,46.93000030517578,16.25,33.07562255859375,26.57999992370605,14.23495864868164,2017-01-23
68.15000152587889,67.16000366210939,67.16000366210939,67.76999664306639,1278400,67.76999664306639,68.23400014241537,268200.0,0.9099960327148297,51.01922607421875,,19.100000381469727,11.83184814453125,47.34000015258789,16.450000762939453,34.39052581787109,27.70000076293945,14.23495864868164,2017-01-24
68.87000274658203,68.04000091552734,68.40000152587889,68.81999969482422,857600,68.81999969482422,68.27062511444092,-420800.0,1.0500030517578267,51.41058731079102,,19.299999237060547,11.75648593902588,47.2599983215332,17.200000762939453,34.89328384399414,28.63500022888184,14.354459762573242,2017-01-25
69.04000091552734,67.61000061035156,68.69000244140625,67.63999938964844,1010400,67.63999938964844,68.23352948357079,152800.0,-1.1800003051757812,51.21013641357422,,19.280000686645508,11.718805313110352,46.58000183105469,16.299999237060547,32.756576538085945,28.38999938964844,14.354459762573242,2017-01-26
67.73999786376953,66.04000091552734,67.73999786376953,66.81999969482422,1264600,66.81999969482422,68.15500005086264,254200.0,-0.8199996948242188,50.77105331420898,,18.71999931335449,11.718805313110352,46.06000137329102,16.350000381469727,32.853260040283196,28.145000457763672,14.23495864868164,2017-01-27
66.95999908447266,65.66999816894531,66.63999938964844,66.88999938964844,1180600,66.88999938964844,68.08842106869346,-84000.0,0.06999969482421875,50.66606903076172,,18.459999084472656,11.718805313110352,45.9900016784668,16.850000381469727,32.340835571289055,27.84499931335449,14.17568588256836,2017-01-30
67.77999877929689,65.08999633789061,65.08999633789061,67.51000213623047,1584200,67.51000213623047,68.05950012207032,403600.0,0.6200027465820312,50.49424362182617,,18.670000076293945,11.60576057434082,45.70000076293945,17.350000381469727,33.336669921875,28.10000038146973,14.17568588256836,2017-01-31
67.88999938964844,66.08000183105469,67.87000274658203,66.40000152587889,1220300,66.40000152587889,67.98047637939453,-363900.0,-1.1100006103515767,50.60879516601562,,18.46999931335449,11.492717742919922,45.7400016784668,17.100000381469727,33.63639450073242,28.22500038146973,14.17568588256836,2017-02-01
67.38999938964844,66.41000366210939,67.0,66.51999664306639,925100,66.51999664306639,67.91409093683416,-295200.0,0.1199951171875,50.3987922668457,,18.86000061035156,11.417356491088867,45.66999816894531,16.549999237060547,33.984458923339844,28.209999084472656,14.17568588256836,2017-02-02
66.77999877929689,65.5,65.66999816894531,66.38999938964844,1413500,66.38999938964844,67.84782608695652,488400.0,-0.12999725341795454,49.97880172729492,,18.780000686645508,11.60576057434082,45.790000915527344,17.149999618530273,32.72757339477539,28.29999923706055,14.17568588256836,2017-02-03
66.63999938964844,66.0,66.23999786376953,66.47000122070311,815600,66.47000122070311,67.7904167175293,-597900.0,0.08000183105467329,50.3987922668457,,18.530000686645508,11.643442153930664,45.709999084472656,16.799999237060547,31.373985290527344,27.95000076293945,14.177597045898438,2017-02-06
66.73999786376953,65.83999633789061,66.68000030517578,66.13999938964844,936200,66.13999938964844,67.72440002441407,120600.0,-0.3300018310546733,50.4083366394043,,17.940000534057614,11.60576057434082,45.599998474121094,16.75,30.987253189086914,28.479999542236328,14.177597045898438,2017-02-07
67.31999969482422,65.91999816894531,66.0,67.16999816894531,1058800,67.16999816894531,67.7030768761268,122600.0,1.029998779296875,51.42967224121094,,18.11000061035156,11.907209396362305,45.58000183105469,17.100000381469727,31.10326957702637,28.82500076293945,14.177597045898438,2017-02-08
67.90000152587889,66.86000061035156,67.25,67.0,1091100,67.0,67.67703699182582,32300.0,-0.1699981689453125,52.79464721679688,,18.940000534057614,12.057933807373047,45.5,16.899999618530273,30.62952423095703,29.520000457763672,14.177597045898438,2017-02-09
67.87000274658203,66.94000244140625,67.55999755859375,67.62000274658203,1240300,67.62000274658203,67.67500005449567,149200.0,0.6200027465820312,53.66326522827149,,19.520000457763672,12.09561538696289,45.6500015258789,17.100000381469727,31.63503456115723,29.9950008392334,14.177597045898438,2017-02-10
