High,Low,Open,Close,Volume,Adj Close,Moving_av,Increase_in_vol,Increase_in_adj_close,Date
67.87000274658203,65.72000122070311,65.94000244140625,66.84999847412111,2871000,66.84999847412111,66.84999847412111,0.0,0.0,2017-01-03
69.98999786376953,66.87999725341797,66.97000122070311,69.41000366210939,4938600,69.41000366210939,68.13000106811525,2067600.0,2.560005187988281,2017-01-04
69.37999725341797,67.36000061035156,68.43000030517578,68.73000335693361,2286800,68.73000335693361,68.3300018310547,-2651800.0,-0.6800003051757812,2017-01-05
69.70999908447266,67.86000061035156,68.73999786376953,68.26999664306639,2185200,68.26999664306639,68.31500053405763,-101600.0,-0.4600067138672159,2017-01-06
68.54000091552734,67.15000152587889,67.20999908447266,68.19000244140625,2240200,68.19000244140625,68.29000091552736,55000.0,-0.07999420166014204,2017-01-09
70.5,68.5,68.76999664306639,69.90000152587889,2783900,69.90000152587889,68.55833435058595,543700.0,1.709999084472642,2017-01-10
70.25,68.33000183105469,69.95999908447266,69.40000152587889,1946200,69.40000152587889,68.67857251848494,-837700.0,-0.5,2017-01-11
69.33999633789061,68.30999755859375,68.66000366210939,68.62000274658203,1372500,68.62000274658203,68.67125129699707,-573700.0,-0.7799987792968608,2017-01-12
69.25,67.59999847412111,68.90000152587889,67.91999816894531,1073500,67.91999816894531,68.58777872721355,-299000.0,-0.7000045776367188,2017-01-13
69.27999877929689,68.04000091552734,68.04000091552734,68.77999877929689,1274400,68.77999877929689,68.60700073242188,200900.0,0.8600006103515767,2017-01-17
69.12000274658203,67.91000366210939,69.12000274658203,68.5,772100,68.5,68.5972733931108,-502300.0,-0.2799987792968892,2017-01-18
68.18000030517578,66.63999938964844,67.91999816894531,66.98999786376953,1366600,66.98999786376953,68.46333376566571,594500.0,-1.5100021362304688,2017-01-19
67.80000305175781,67.01999664306639,67.30999755859375,67.31999969482422,1252100,67.31999969482422,68.37538499098558,-114500.0,0.3300018310546875,2017-01-20
67.22000122070311,66.01000213623047,66.98999786376953,66.86000061035156,1010200,66.86000061035156,68.26714324951172,-241900.0,-0.4599990844726562,2017-01-23
68.15000152587889,67.16000366210939,67.16000366210939,67.76999664306639,1278400,67.76999664306639,68.23400014241537,268200.0,0.9099960327148297,2017-01-24
68.87000274658203,68.04000091552734,68.40000152587889,68.81999969482422,857600,68.81999969482422,68.27062511444092,-420800.0,1.0500030517578267,2017-01-25
69.04000091552734,67.61000061035156,68.69000244140625,67.63999938964844,1010400,67.63999938964844,68.23352948357079,152800.0,-1.1800003051757812,2017-01-26
67.73999786376953,66.04000091552734,67.73999786376953,66.81999969482422,1264600,66.81999969482422,68.15500005086264,254200.0,-0.8199996948242188,2017-01-27
66.95999908447266,65.66999816894531,66.63999938964844,66.88999938964844,1180600,66.88999938964844,68.08842106869346,-84000.0,0.06999969482421875,2017-01-30
67.77999877929689,65.08999633789061,65.08999633789061,67.51000213623047,1584200,67.51000213623047,68.05950012207032,403600.0,0.6200027465820312,2017-01-31
67.88999938964844,66.08000183105469,67.87000274658203,66.40000152587889,1220300,66.40000152587889,67.98047637939453,-363900.0,-1.1100006103515767,2017-02-01
67.38999938964844,66.41000366210939,67.0,66.51999664306639,925100,66.51999664306639,67.91409093683416,-295200.0,0.1199951171875,2017-02-02
66.77999877929689,65.5,65.66999816894531,66.38999938964844,1413500,66.38999938964844,67.84782608695652,488400.0,-0.12999725341795454,2017-02-03
66.63999938964844,66.0,66.23999786376953,66.47000122070311,815600,66.47000122070311,67.7904167175293,-597900.0,0.08000183105467329,2017-02-06
66.73999786376953,65.83999633789061,66.68000030517578,66.13999938964844,936200,66.13999938964844,67.72440002441407,120600.0,-0.3300018310546733,2017-02-07
67.31999969482422,65.91999816894531,66.0,67.16999816894531,1058800,67.16999816894531,67.7030768761268,122600.0,1.029998779296875,2017-02-08
