Date,NKE,PTON,SFM,BGFV,UNFI,NLS,JOUT,HLF,BFIT
2017-05-15,51.48459243774414,,23.96999931335449,10.19916820526123,40.209999084472656,18.75,43.69892883300781,36.32500076293945,14.98064422607422
2017-05-16,50.53667068481445,,23.809999465942386,10.123056411743164,39.86999893188477,18.649999618530273,44.493797302246094,36.11000061035156,14.98064422607422
2017-05-17,49.59832000732422,,23.70000076293945,10.161113739013672,39.2599983215332,18.0,42.34181213378906,35.83000183105469,14.98064422607422
2017-05-18,49.48342514038086,,23.899999618530273,10.084999084472656,39.88000106811523,18.0,42.81679916381836,35.40999984741211,14.751202583312988
2017-05-19,49.56961059570313,,24.06999969482422,10.123056411743164,40.18000030517578,18.399999618530273,43.12700271606445,35.904998779296875,14.760761260986328
2017-05-22,49.37809753417969,,24.040000915527344,10.19916820526123,40.349998474121094,18.290000915527344,42.86526870727539,36.72000122070313,14.760761260986328
2017-05-23,49.98133087158203,,23.45000076293945,10.04694366455078,40.02999877929688,18.25,42.8361930847168,34.514999389648445,14.760761260986328
2017-05-24,49.799400329589844,,23.520000457763672,10.19916820526123,40.08000183105469,18.299999237060547,42.54537963867188,35.29499816894531,14.760761260986328
2017-05-25,50.12494277954102,,23.770000457763672,10.427508354187012,40.040000915527344,18.100000381469727,42.39998245239258,35.69499969482422,14.760761260986328
2017-05-26,50.35475158691406,,23.959999084472656,10.655848503112793,39.91999816894531,18.100000381469727,42.08977890014648,35.564998626708984,14.863055229187012
2017-05-30,50.67072296142578,,23.85000038146973,10.65584945678711,39.7599983215332,18.200000762939453,41.68264389038086,35.584999084472656,14.894603729248047
2017-05-31,50.73774719238281,,23.959999084472656,10.694315910339355,39.93999862670898,18.149999618530273,41.62448501586914,35.88999938964844,14.88217544555664
2017-06-01,50.24775695800781,,24.420000076293945,10.694315910339355,41.2599983215332,18.600000381469727,42.23518753051758,37.05500030517578,14.88217544555664
2017-06-02,50.90107345581055,,24.489999771118164,10.617380142211914,41.86000061035156,18.899999618530273,43.456581115722656,36.959999084472656,14.88217544555664
2017-06-05,50.92990112304688,,24.459999084472656,10.540443420410156,41.349998474121094,18.049999237060547,44.54225540161133,34.49499893188477,15.121177673339846
2017-06-06,50.42068481445313,,24.01000022888184,10.501973152160645,40.88000106811523,17.75,44.46471405029297,34.865001678466804,15.121177673339846
2017-06-07,51.14126205444336,,24.040000915527344,10.501973152160645,39.15999984741211,17.549999237060547,42.81679916381836,34.540000915527344,15.047563552856445
2017-06-08,51.11245346069336,,24.11000061035156,10.771254539489746,39.29999923706055,17.75,43.96065521240234,34.439998626708984,15.047563552856445
2017-06-09,51.36223983764648,,24.790000915527344,10.694315910339355,40.41999816894531,17.850000381469727,44.45502853393555,34.439998626708984,15.047563552856445
2017-06-12,51.909873962402344,,24.920000076293945,10.617380142211914,40.88000106811523,18.100000381469727,44.83308029174805,34.700000762939446,15.15272617340088
2017-06-13,52.17889404296875,,24.81999969482422,10.925129890441896,41.11999893188477,17.850000381469727,44.93001174926758,35.470001220703125,15.21008586883545
2017-06-14,52.51516342163086,,24.739999771118164,10.886662483215332,41.310001373291016,17.850000381469727,44.648902893066406,35.58000183105469,15.21008586883545
2017-06-15,50.82421875,,22.420000076293945,10.963598251342773,39.75,17.850000381469727,43.16576385498047,35.89500045776367,15.21008586883545
2017-06-16,49.09484481811523,,21.01000022888184,11.002069473266602,35.38999938964844,16.899999618530273,42.71017074584961,35.935001373291016,15.21008586883545
2017-06-19,49.97875213623047,,21.739999771118164,10.925129890441896,36.099998474121094,17.350000381469727,43.63106918334961,36.51499938964844,15.21008586883545
2017-06-20,49.53680038452149,,21.479999542236328,10.617380142211914,35.34000015258789,17.0,44.51318740844727,35.8849983215332,15.21008586883545
2017-06-21,50.52638626098633,,21.3799991607666,10.155755043029783,34.790000915527344,17.200000762939453,43.95095443725586,36.310001373291016,15.21008586883545
2017-06-22,50.34384155273438,,21.549999237060547,10.040349960327148,34.860000610351555,17.100000381469727,44.87185287475586,36.43999862670898,15.190966606140135
2017-06-23,50.77618789672852,,22.01000022888184,10.232691764831543,34.59999847412109,18.350000381469727,45.666725158691406,37.01499938964844,15.218689918518065
2017-06-26,51.189308166503906,,22.170000076293945,10.232691764831543,35.029998779296875,18.799999237060547,44.988182067871094,36.63000106811523,15.218689918518065
2017-06-27,50.87225341796875,,21.790000915527344,10.040349960327148,34.950000762939446,18.600000381469727,46.21926879882813,35.84000015258789,15.218689918518065
2017-06-28,51.26617431640625,,22.60000038146973,10.117286682128906,35.65999984741211,19.049999237060547,47.35342788696289,35.91999816894531,15.218689918518065
2017-06-29,51.08362579345703,,22.63999938964844,10.063430786132812,36.06999969482422,18.899999618530273,46.645790100097656,35.220001220703125,15.171845436096193
2017-06-30,56.684852600097656,,22.670000076293945,10.040349960327148,36.70000076293945,19.149999618530273,46.73303604125977,35.665000915527344,15.42040729522705
2017-07-03,56.34858703613281,,22.489999771118164,10.271160125732422,36.900001525878906,18.600000381469727,46.39375686645508,35.8650016784668,15.42040729522705
2017-07-05,55.30136108398438,,22.3799991607666,10.040349960327148,36.04999923706055,18.549999237060547,45.57948303222656,35.95500183105469,15.37260627746582
2017-07-06,54.91706085205078,,22.540000915527344,9.848005294799805,35.52000045776367,18.200000762939453,45.24990844726562,35.939998626708984,15.37260627746582
2017-07-07,55.70488357543945,,23.559999465942386,9.732599258422852,36.040000915527344,18.299999237060547,45.686119079589844,36.25500106811523,15.37260627746582
2017-07-10,56.42544937133789,,23.399999618530273,8.924756050109863,35.5099983215332,17.899999618530273,46.21926879882813,36.39500045776367,15.37260627746582
2017-07-11,55.89702987670898,,23.56999969482422,9.040162086486816,35.779998779296875,18.0,46.122154235839844,36.40999984741211,15.171845436096193
2017-07-12,55.93547439575195,,23.40999984741211,8.847816467285156,35.709999084472656,18.200000762939453,46.17070770263672,36.61999893188477,15.171845436096193
2017-07-13,55.66645050048828,,23.82999992370605,9.001689910888672,36.45000076293945,18.299999237060547,46.55918502807617,36.57500076293945,15.171845436096193
2017-07-14,55.724082946777344,,24.01000022888184,8.847816467285156,35.970001220703125,18.450000762939453,46.69515609741211,36.66999816894531,15.171845436096193
2017-07-17,55.52234649658203,,24.04999923706055,8.924756050109863,36.38000106811523,18.399999618530273,47.12248611450195,36.625,15.401288986206055
2017-07-18,55.38783645629883,,24.1299991607666,9.117097854614258,36.15999984741211,18.25,47.928565979003906,36.04499816894531,15.219646453857422
