High_regress,Low_regress,Open_regress,Close_regress
58.173744201660156,56.98282241821289,57.78086471557617,57.697235107421875
54.680824279785156,53.53500747680664,54.07701110839844,54.01593017578125
50.03584289550781,48.66502380371094,49.25459289550781,49.43816375732422
60.37883758544922,59.15220642089844,59.97602081298828,59.893943786621094
60.420501708984375,59.139007568359375,59.99247741699219,59.89701843261719
57.9989013671875,56.71958541870117,57.531036376953125,57.25611877441406
58.262351989746094,57.021514892578125,57.85786056518555,57.56877136230469
60.68274688720703,59.3835334777832,60.258094787597656,59.96928405761719
61.38078308105469,59.896507263183594,60.86198043823242,60.720855712890625
61.575294494628906,60.1322135925293,61.07609176635742,60.94607925415039
61.75983428955078,60.43330764770508,61.325679779052734,61.035682678222656
58.25225830078125,56.95863342285156,57.77093505859375,57.49907684326172
61.64122772216797,60.37909698486328,61.225772857666016,61.14085388183594
61.4029541015625,59.990909576416016,60.91756820678711,60.79442596435547
60.52843475341797,59.05170440673828,60.010581970214844,59.867305755615234
62.64033508300781,61.255393981933594,62.179752349853516,61.90839767456055
61.70729064941406,60.301666259765625,61.22577667236328,61.105655670166016
60.71559143066406,59.24684524536133,60.20198059082031,60.06156921386719
61.61863708496094,60.37294387817383,61.2107048034668,61.1297492980957
58.99561309814453,57.43853759765625,58.43610382080078,58.265724182128906
61.64454650878906,60.07178497314453,61.08566665649414,60.923885345458984
61.98450469970703,60.49315643310547,61.464229583740234,61.32419967651367
58.96356964111328,57.66836166381836,58.50499725341797,58.21791458129883
60.43354034423828,59.140411376953125,60.01099395751953,59.722232818603516
61.167999267578125,59.801639556884766,60.703006744384766,60.59006881713867
61.43766784667969,60.063575744628906,60.969913482666016,60.856327056884766
62.051055908203125,60.75376892089844,61.62058639526367,61.528900146484375
62.261322021484375,60.84638977050781,61.777156829833984,61.657344818115234
62.614036560058594,61.20222473144531,62.132362365722656,62.014984130859375
63.9937744140625,62.60786819458008,63.538818359375,63.24368667602539
63.38928985595703,62.01002502441406,62.92494583129883,62.81927490234375
59.78557586669922,58.4488410949707,59.29156494140625,59.00887680053711
64.21357727050781,62.636802673339844,63.66124725341797,63.46183776855469
63.72834777832031,62.10605239868164,63.152793884277344,62.98857116699219
65.77294921875,64.19186401367188,65.22250366210938,65.07810974121094
58.110939025878906,56.564170837402344,57.32663345336914,57.29408264160156
65.22093200683594,63.780494689941406,64.7337875366211,64.6216049194336
64.34456634521484,62.94419479370117,63.8842887878418,63.583316802978516
64.72490692138672,63.22867202758789,64.21052551269531,64.08219146728516
64.19984436035156,62.74609375,63.70351791381836,63.58323287963867
61.53050231933594,60.16270446777344,61.04905700683594,60.74858474731445
61.13990020751953,59.781673431396484,60.677154541015625,60.37688064575195
59.136329650878906,57.858516693115234,58.70960235595703,58.4150276184082
63.793251037597656,62.40606689453125,63.326454162597656,63.220726013183594
62.093536376953125,60.57989501953125,61.563297271728516,61.41825866699219
61.265419006347656,59.682395935058594,60.70067596435547,60.534568786621094
63.469757080078125,62.093406677246094,63.0179328918457,62.71971893310547
62.33873748779297,60.787757873535156,61.79198455810547,61.63886642456055
64.67268371582031,63.26783752441406,64.21105194091797,63.91347885131836
58.65849304199219,57.3267822265625,58.131656646728516,57.87491989135742
62.90784454345703,61.54615020751953,62.461143493652344,62.16394805908203
57.17948913574219,55.780277252197266,56.53852844238281,56.39592361450195
61.60216522216797,60.270137786865234,61.16560363769531,60.866477966308594
53.23393249511719,51.78897476196289,52.06395721435547,52.761837005615234
61.20587921142578,59.891029357910156,60.77566146850586,60.48396301269531
62.4385986328125,61.09290313720703,61.9976692199707,61.70501708984375
63.172767639160156,61.5348014831543,62.58832550048828,62.4176025390625
56.26106262207031,54.71354293823242,55.42674255371094,55.48198318481445
62.91497802734375,61.636077880859375,62.495567321777344,62.412498474121094
59.59478759765625,58.049800872802734,59.04766082763672,59.11996841430664
59.59478759765625,58.049800872802734,59.04766082763672,59.11996841430664
59.59478759765625,58.049800872802734,59.04766082763672,59.11996841430664
59.59478759765625,58.049800872802734,59.04766082763672,59.11996841430664
55.1168212890625,53.922447204589844,54.678993225097656,54.421791076660156
54.69097137451172,53.50165939331055,54.24573516845703,53.9962158203125
59.88966369628906,58.43751907348633,59.381263732910156,59.241065979003906
54.24873352050781,53.06550979614258,53.79712677001953,53.55501174926758
59.59478759765625,58.049800872802734,59.04766082763672,59.11996841430664
55.01268768310547,53.80839920043945,54.43983459472656,54.43241500854492
55.14013671875,53.92915725708008,54.55816650390625,54.579837799072266
49.332054138183594,47.942298889160156,48.374168395996094,48.95650863647461
58.175209045410156,56.86997604370117,57.738895416259766,57.462135314941406
58.61292266845703,57.36492919921875,58.20602798461914,57.91825866699219
55.00675964355469,53.83332824707031,54.35581588745117,54.298213958740234
52.06696319580078,50.55475616455078,51.01679611206055,51.60820007324219
50.681884765625,49.34292984008789,49.94764709472656,50.01551818847656
58.74999237060547,57.306854248046875,58.24236297607422,58.099029541015625
59.482322692871094,58.216617584228516,59.06948471069336,58.78500747680664
59.59355163574219,58.28509521484375,59.15061950683594,59.04458999633789
58.58186340332031,57.4031867980957,58.19584655761719,58.11717224121094
51.31206512451172,49.83416748046875,50.27790451049805,50.87727737426758
50.740692138671875,49.49531173706055,50.115020751953125,50.05181121826172
55.52532196044922,54.31890869140625,55.083229064941406,54.82352066040039
53.309486389160156,52.175506591796875,52.90176010131836,52.65086364746094
57.46636962890625,56.20857620239258,57.04050827026367,56.93699645996094
55.793922424316406,54.57200622558594,55.33704376220703,55.08080291748047
59.246368408203125,57.93645095825195,58.80173110961914,58.693702697753906
54.89733123779297,53.49864196777344,54.20232391357422,54.13936233520508
57.812965393066406,56.58515548706055,57.4130859375,57.126102447509766
59.59478759765625,58.049800872802734,59.04766082763672,59.11996841430664
49.038543701171875,47.72588348388672,48.07034683227539,48.68922805786133
55.488685607910156,54.24954605102539,54.993526458740234,54.75687026977539
55.611854553222656,54.3737907409668,55.12285232543945,54.882259368896484
55.15727996826172,53.97819137573242,54.745079040527344,54.476505279541016
53.685020446777344,52.53250503540039,53.26156997680664,53.013404846191406
55.02479553222656,53.84905242919922,54.37208938598633,54.314090728759766
50.43829345703125,49.22158432006836,49.83853530883789,49.75757598876953
53.645545959472656,52.41682434082031,53.11534118652344,52.9307975769043
54.47270965576172,53.27591323852539,54.00774002075195,53.768959045410156
54.99707794189453,53.83760070800781,54.609153747558594,54.33578872680664
53.66127014160156,52.476158142089844,53.185218811035156,52.96083450317383
52.895286560058594,51.595821380615234,52.263912200927734,52.17514419555664
57.25904846191406,55.964698791503906,56.81569290161133,56.70215606689453
59.59478759765625,58.049800872802734,59.04766082763672,59.11996841430664
59.59478759765625,58.049800872802734,59.04766082763672,59.11996841430664
59.59478759765625,58.049800872802734,59.04766082763672,59.11996841430664
48.836761474609375,47.56110382080078,48.12968063354492,48.213321685791016
50.52250671386719,49.416053771972656,50.045799255371094,49.8684196472168
57.24440002441406,56.04179382324219,56.85383987426758,56.57805633544922
51.52379608154297,50.00589370727539,50.60689926147461,51.02115249633789
53.58960723876953,52.459468841552734,53.198081970214844,52.93729782104492
57.373695373535156,56.21519470214844,56.993404388427734,56.914031982421875
52.86268615722656,51.596290588378906,52.269805908203125,52.1488037109375
52.684959411621094,51.56788635253906,52.2813720703125,52.03532028198242
54.47377014160156,53.26891326904297,53.99610137939453,53.762733459472656
59.07042694091797,57.657066345214844,58.579139709472656,58.385475158691406
57.18998718261719,55.72730255126953,56.668697357177734,56.5131721496582
58.90428161621094,57.65200424194336,58.49605178833008,58.21100616455078
60.32109069824219,59.09141159057617,59.91669845581055,59.833595275878906
53.86640167236328,52.32166290283203,52.98429870605469,53.22184371948242
59.57074737548828,58.36296463012695,59.174232482910156,59.093017578125
56.814361572265625,55.61062240600586,56.42093276977539,56.1359748840332
54.320823669433594,52.926151275634766,53.61488723754883,53.5693359375
56.50843811035156,55.0912971496582,55.804744720458984,55.916358947753906
50.08966064453125,48.64781951904297,49.143653869628906,49.69451904296875
51.98875427246094,50.66386795043945,51.30239486694336,51.27311706542969
55.27642822265625,53.80519485473633,54.505348205566406,54.501651763916016
61.26976013183594,59.867759704589844,60.78861999511719,60.66733169555664
59.17457580566406,57.90723419189453,58.760684967041016,58.46729278564453
63.30828857421875,61.905723571777344,62.832950592041016,62.721126556396484
62.671669006347656,61.32120895385742,62.2184944152832,62.11656951904297
62.804534912109375,61.448482513427734,62.34917068481445,62.246490478515625
60.84242248535156,59.30744171142578,60.298606872558594,60.14239501953125
62.19232177734375,60.850223541259766,61.75251388549805,61.457523345947266
58.995513916015625,57.67414474487305,58.497222900390625,58.2247314453125
62.98332214355469,61.689395904541016,62.55717849731445,62.4707145690918
57.748741149902344,56.43917465209961,57.22400665283203,56.97602081298828
63.720733642578125,62.34149169921875,63.268089294433594,62.972999572753906
61.54999542236328,60.186397552490234,61.07548904418945,60.77351379394531
63.594329833984375,62.2082633972168,63.12745666503906,63.02106857299805
60.252403259277344,58.905372619628906,59.759002685546875,59.47110366821289
57.736839294433594,56.47874069213867,57.292816162109375,57.01141357421875
63.488311767578125,62.20261001586914,63.067466735839844,62.985416412353516
64.38753509521484,62.948299407958984,63.898468017578125,63.782657623291016
64.38147735595703,63.04928970336914,63.94182205200195,63.852474212646484
65.74861145019531,64.40567779541016,65.30806732177734,65.22249603271484
65.77269744873047,64.17755126953125,65.21575164794922,65.06788635253906
64.22815704345703,62.79309844970703,63.7361946105957,63.41898727416992
67.52523040771484,65.99899291992188,67.00531768798828,66.88275146484375
68.48206329345703,66.68333435058594,67.83917999267578,67.65367889404297
68.1646957397461,66.59434509277344,67.6263198852539,67.495849609375
68.83660125732422,67.11152648925781,68.2287826538086,68.06318664550781
67.57579803466797,65.91555786132812,66.9941635131836,66.83866882324219
69.87879180908203,68.34305572509766,69.36149597167969,69.24766540527344
69.25445556640625,67.65585327148438,68.70626831054688,68.57394409179688
60.201568603515625,58.35091018676758,59.133544921875,59.497642517089844
59.625648498535156,58.26415252685547,59.086708068847656,58.82489776611328
70.20320129394531,68.73800659179688,69.71943664550781,69.62460327148438
65.79631042480469,64.31767272949219,65.29153442382812,64.96591186523438
55.80315399169922,54.53789520263672,55.081634521484375,55.02455520629883
57.1007080078125,55.63250732421875,56.381500244140625,56.307708740234375
69.4249496459961,67.88357543945312,68.90370178222656,68.78633880615234
66.51593780517578,65.00335693359375,65.98436737060547,65.65901947021484
70.15058135986328,68.5887222290039,69.63339233398438,69.31204223632812
71.32587432861328,69.69630432128906,70.7695541381836,70.63932800292969
61.19104766845703,59.3047981262207,60.10674285888672,60.46574020385742
61.34996795654297,59.52501678466797,60.33314895629883,60.55466842651367
54.65924835205078,53.509063720703125,54.0734977722168,53.99832534790039
55.33368682861328,54.11058807373047,54.74112319946289,54.805633544921875
56.08656311035156,54.806278228759766,55.515846252441406,55.55837631225586
64.6826400756836,63.245521545410156,64.20280456542969,63.88003158569336
71.02327728271484,69.3905029296875,70.47272491455078,70.18255615234375
59.191383361816406,57.357177734375,58.04848098754883,58.50632095336914
61.95800018310547,60.559200286865234,61.444400787353516,61.14729309082031
70.49253845214844,68.92277526855469,69.9726333618164,69.65166473388672
70.86294555664062,69.3437728881836,70.3562240600586,70.25112915039062
64.30524444580078,62.826202392578125,63.749755859375,63.44541549682617
66.77113342285156,64.9823989868164,66.12777709960938,65.93669128417969
69.77611541748047,68.05174255371094,69.1714096069336,69.01040649414062
61.556365966796875,60.036155700683594,60.87677764892578,60.702423095703125
62.020599365234375,60.63664245605469,61.531333923339844,61.22898864746094
69.19505310058594,67.66438293457031,68.68907165527344,68.3756103515625
65.56938934326172,63.80250930786133,64.93254852294922,64.7412109375
61.808990478515625,60.38777542114258,61.254615783691406,60.976253509521484
63.802947998046875,62.34625244140625,63.264320373535156,62.95928955078125
64.92375946044922,63.492191314697266,64.4517822265625,64.13398742675781
68.71156311035156,67.1893310546875,68.20832061767578,67.89163208007812
62.84192657470703,61.38358688354492,62.2530517578125,61.98382568359375
70.616455078125,69.17619323730469,70.14543914794922,70.0587158203125
70.25520324707031,68.46324920654297,69.61919403076172,69.4251708984375
71.17304229736328,69.58876037597656,70.64822387695312,70.32919311523438
70.55603790283203,68.98877716064453,70.02619934082031,69.90776062011719
71.24207305908203,69.75789642333984,70.75263977050781,70.65798950195312
70.60318756103516,68.93551635742188,70.0271224975586,69.88404846191406
71.56343078613281,70.00839233398438,71.04222869873047,70.93156433105469
70.43875122070312,68.76716613769531,69.86039733886719,69.715576171875
